,time,window
1086,2021-06-28 22:23:12.135,Teams.exe
1087,2021-06-28 22:23:17.132,POWERPNT.EXE
1088,2021-06-28 22:23:21.631,POWERPNT.EXE
1089,2021-06-28 22:23:22.131,POWERPNT.EXE
1090,2021-06-28 22:23:31.132,POWERPNT.EXE
1091,2021-06-28 22:23:35.131,Teams.exe
1092,2021-06-28 22:23:35.632,Teams.exe
1093,2021-06-28 22:23:37.132,Teams.exe
1094,2021-06-28 22:23:39.131,Teams.exe
1095,2021-06-28 22:23:47.632,POWERPNT.EXE
1096,2021-06-28 22:24:11.632,POWERPNT.EXE
1097,2021-06-28 22:24:40.633,Teams.exe
1098,2021-06-28 22:24:43.131,explorer.exe
1099,2021-06-28 22:24:44.131,OUTLOOK.EXE
1100,2021-06-28 22:25:26.631,POWERPNT.EXE
1101,2021-06-28 22:25:38.132,Teams.exe
1102,2021-06-28 22:25:38.631,Teams.exe
1103,2021-06-28 22:25:41.133,Teams.exe
1104,2021-06-28 22:44:21.133,Teams.exe
1105,2021-06-28 22:44:23.134,Teams.exe
1106,2021-06-28 22:45:24.633,POWERPNT.EXE
1107,2021-06-28 22:52:34.633,Teams.exe
1108,2021-06-28 22:52:47.633,Teams.exe
1109,2021-06-28 22:52:52.133,Teams.exe
1110,2021-06-28 22:53:00.133,Teams.exe
1111,2021-06-28 22:53:00.634,Teams.exe
1112,2021-06-28 22:53:22.634,Teams.exe
1113,2021-06-28 22:54:07.133,POWERPNT.EXE
1114,2021-06-28 22:55:36.634,OUTLOOK.EXE
1115,2021-06-28 23:00:42.634,OUTLOOK.EXE
1116,2021-06-28 23:00:44.140,OUTLOOK.EXE
1117,2021-06-28 23:00:48.635,Teams.exe
1118,2021-06-28 23:00:49.134,Teams.exe
1119,2021-06-28 23:00:53.635,OUTLOOK.EXE
1120,2021-06-28 23:01:10.634,Teams.exe
1121,2021-06-28 23:01:20.635,Teams.exe
1122,2021-06-28 23:01:23.636,Teams.exe
1123,2021-06-28 23:01:26.135,OUTLOOK.EXE
1124,2021-06-28 23:01:27.635,Teams.exe
1125,2021-06-28 23:01:32.135,Teams.exe
1126,2021-06-28 23:01:32.634,Teams.exe
1127,2021-06-28 23:01:33.134,Teams.exe
1128,2021-06-28 23:01:33.634,Teams.exe
1129,2021-06-28 23:01:34.134,Teams.exe
1130,2021-06-28 23:01:34.634,Teams.exe
1131,2021-06-28 23:01:35.135,Teams.exe
1132,2021-06-28 23:01:41.635,OUTLOOK.EXE
1133,2021-06-28 23:01:57.634,OUTLOOK.EXE
1134,2021-06-28 23:02:04.634,OUTLOOK.EXE
1135,2021-06-28 23:02:31.637,OUTLOOK.EXE
1136,2021-06-28 23:02:33.135,OUTLOOK.EXE
1137,2021-06-28 23:02:34.134,OUTLOOK.EXE
1138,2021-06-28 23:02:48.634,OUTLOOK.EXE
1139,2021-06-28 23:02:49.634,OUTLOOK.EXE
1140,2021-06-28 23:02:50.134,OUTLOOK.EXE
1141,2021-06-28 23:02:50.634,OUTLOOK.EXE
1142,2021-06-28 23:05:14.634,OUTLOOK.EXE
1143,2021-06-28 23:05:18.635,Teams.exe
1144,2021-06-28 23:05:20.635,OUTLOOK.EXE
1145,2021-06-28 23:05:21.635,POWERPNT.EXE
1146,2021-06-28 23:05:25.635,OUTLOOK.EXE
1147,2021-06-28 23:05:35.635,OUTLOOK.EXE
1148,2021-06-28 23:05:37.635,OUTLOOK.EXE
1149,2021-06-28 23:05:54.136,OUTLOOK.EXE
1150,2021-06-28 23:06:04.636,explorer.exe
1151,2021-06-28 23:06:05.135,explorer.exe
1152,2021-06-28 23:06:19.134,explorer.exe
1153,2021-06-28 23:06:22.136,explorer.exe
1154,2021-06-28 23:06:27.636,explorer.exe
1155,2021-06-28 23:06:41.136,POWERPNT.EXE
1156,2021-06-28 23:06:44.135,POWERPNT.EXE
1158,2021-06-28 23:06:54.135,explorer.exe
1159,2021-06-28 23:06:55.134,POWERPNT.EXE
1160,2021-06-28 23:06:58.635,POWERPNT.EXE
1161,2021-06-28 23:07:13.135,OUTLOOK.EXE
1162,2021-06-28 23:07:16.636,POWERPNT.EXE
1163,2021-06-28 23:09:16.135,OUTLOOK.EXE
1164,2021-06-28 23:09:18.136,POWERPNT.EXE
1165,2021-06-28 23:09:21.135,POWERPNT.EXE
1166,2021-06-28 23:09:36.636,POWERPNT.EXE
1167,2021-06-28 23:10:03.135,OUTLOOK.EXE
1168,2021-06-28 23:10:12.134,POWERPNT.EXE
1169,2021-06-28 23:10:22.135,OUTLOOK.EXE
1170,2021-06-28 23:10:48.636,POWERPNT.EXE
1171,2021-06-28 23:11:26.136,OUTLOOK.EXE
1172,2021-06-28 23:11:29.634,POWERPNT.EXE
1173,2021-06-28 23:11:45.636,OUTLOOK.EXE
1174,2021-06-28 23:11:50.136,Teams.exe
1175,2021-06-28 23:11:50.636,Teams.exe
1176,2021-06-28 23:11:52.636,Teams.exe
1177,2021-06-28 23:14:07.635,POWERPNT.EXE
1178,2021-06-28 23:15:13.136,Teams.exe
1179,2021-06-28 23:15:28.135,explorer.exe
1180,2021-06-28 23:15:30.636,OUTLOOK.EXE
1181,2021-06-28 23:17:17.635,Teams.exe
1182,2021-06-28 23:17:21.635,Teams.exe
1183,2021-06-28 23:17:28.136,OUTLOOK.EXE
1184,2021-06-28 23:17:43.636,OUTLOOK.EXE
1185,2021-06-28 23:17:56.138,OUTLOOK.EXE
1186,2021-06-28 23:17:56.635,Teams.exe
1187,2021-06-28 23:19:06.635,OUTLOOK.EXE
1188,2021-06-28 23:19:24.136,Teams.exe
1189,2021-06-28 23:20:26.136,Teams.exe
1190,2021-06-28 23:20:39.635,Teams.exe
1191,2021-06-28 23:20:45.137,OUTLOOK.EXE
1192,2021-06-28 23:20:52.636,POWERPNT.EXE
1193,2021-06-28 23:21:22.636,OUTLOOK.EXE
1194,2021-06-28 23:21:24.136,explorer.exe
1195,2021-06-28 23:21:31.636,explorer.exe
1196,2021-06-28 23:21:32.137,explorer.exe
1197,2021-06-28 23:21:34.635,explorer.exe
1198,2021-06-28 23:21:35.636,explorer.exe
1199,2021-06-28 23:21:36.136,explorer.exe
1200,2021-06-28 23:21:38.636,OUTLOOK.EXE
1201,2021-06-28 23:21:43.136,OUTLOOK.EXE
1202,2021-06-28 23:21:43.635,OUTLOOK.EXE
1203,2021-06-28 23:21:51.135,OUTLOOK.EXE
1204,2021-06-28 23:22:09.636,Teams.exe
1205,2021-06-28 23:22:17.137,OUTLOOK.EXE
1206,2021-06-28 23:22:17.636,OUTLOOK.EXE
1207,2021-06-28 23:22:19.635,OUTLOOK.EXE
1208,2021-06-28 23:22:28.637,OUTLOOK.EXE
1209,2021-06-28 23:22:30.635,OUTLOOK.EXE
1210,2021-06-28 23:22:31.635,OUTLOOK.EXE
1211,2021-06-28 23:22:32.635,OUTLOOK.EXE
1212,2021-06-28 23:22:42.635,Teams.exe
1213,2021-06-28 23:22:44.636,OUTLOOK.EXE
1214,2021-06-28 23:22:56.138,Teams.exe
1215,2021-06-28 23:22:57.137,OUTLOOK.EXE
1216,2021-06-28 23:22:57.636,OUTLOOK.EXE
1217,2021-06-28 23:23:00.135,OUTLOOK.EXE
1218,2021-06-28 23:23:15.137,OUTLOOK.EXE
1219,2021-06-28 23:23:15.636,OUTLOOK.EXE
1220,2021-06-28 23:23:17.136,Teams.exe
1221,2021-06-28 23:23:19.635,Teams.exe
1222,2021-06-28 23:23:20.136,Teams.exe
1223,2021-06-28 23:23:20.635,Teams.exe
1224,2021-06-28 23:23:21.136,Teams.exe
1225,2021-06-28 23:23:21.636,Teams.exe
1226,2021-06-28 23:25:17.137,OUTLOOK.EXE
1227,2021-06-28 23:25:21.638,Teams.exe
1228,2021-06-28 23:25:30.136,OUTLOOK.EXE
1229,2021-06-28 23:25:38.636,Teams.exe
1230,2021-06-28 23:25:40.136,OUTLOOK.EXE
1231,2021-06-28 23:25:44.136,explorer.exe
1232,2021-06-28 23:25:45.135,POWERPNT.EXE
1233,2021-06-28 23:25:49.140,explorer.exe
1235,2021-06-28 23:25:50.635,explorer.exe
1236,2021-06-28 23:25:53.636,POWERPNT.EXE
1237,2021-06-28 23:26:16.636,explorer.exe
1239,2021-06-28 23:26:22.637,explorer.exe
1240,2021-06-28 23:26:23.135,OUTLOOK.EXE
1241,2021-06-28 23:26:24.636,OUTLOOK.EXE
1242,2021-06-28 23:26:38.635,ShellExperienceHost.exe
1243,2021-06-28 23:26:39.136,OUTLOOK.EXE
1244,2021-06-28 23:26:42.636,OUTLOOK.EXE
1245,2021-06-28 23:26:44.136,explorer.exe
1246,2021-06-28 23:26:46.135,explorer.exe
1247,2021-06-28 23:26:51.136,explorer.exe
1248,2021-06-28 23:26:53.637,explorer.exe
1249,2021-06-28 23:26:55.136,OUTLOOK.EXE
1250,2021-06-28 23:28:20.636,OUTLOOK.EXE
1251,2021-06-28 23:28:23.135,OUTLOOK.EXE
1252,2021-06-28 23:28:24.636,OUTLOOK.EXE
1253,2021-06-28 23:29:40.636,Teams.exe
1254,2021-06-28 23:29:41.136,Teams.exe
1255,2021-06-28 23:29:44.135,Teams.exe
1256,2021-06-28 23:31:14.135,OUTLOOK.EXE
1257,2021-06-28 23:31:26.137,explorer.exe
1258,2021-06-28 23:31:29.135,OUTLOOK.EXE
1259,2021-06-28 23:31:29.636,Teams.exe
1260,2021-06-28 23:31:31.636,explorer.exe
1261,2021-06-28 23:31:32.637,OUTLOOK.EXE
1262,2021-06-28 23:31:36.135,OUTLOOK.EXE
1263,2021-06-28 23:31:42.135,Teams.exe
1264,2021-06-28 23:31:54.136,OUTLOOK.EXE
1265,2021-06-28 23:32:23.135,OUTLOOK.EXE
1266,2021-06-28 23:32:32.135,OUTLOOK.EXE
1267,2021-06-28 23:33:45.136,Teams.exe
1268,2021-06-28 23:33:48.136,OUTLOOK.EXE
1269,2021-06-28 23:34:28.138,Teams.exe
1270,2021-06-28 23:34:31.137,OUTLOOK.EXE
1271,2021-06-28 23:34:34.136,OUTLOOK.EXE
1272,2021-06-28 23:34:34.636,OUTLOOK.EXE
1273,2021-06-28 23:34:35.136,OUTLOOK.EXE
1274,2021-06-28 23:34:35.638,OUTLOOK.EXE
1275,2021-06-28 23:34:40.136,Teams.exe
1276,2021-06-28 23:35:08.637,OUTLOOK.EXE
1277,2021-06-28 23:36:04.635,OUTLOOK.EXE
1278,2021-06-28 23:36:16.135,OUTLOOK.EXE
1279,2021-06-28 23:36:17.647,OUTLOOK.EXE
1280,2021-06-28 23:36:22.636,OUTLOOK.EXE
1281,2021-06-28 23:36:25.636,OUTLOOK.EXE
1282,2021-06-28 23:36:36.136,Teams.exe
1283,2021-06-28 23:36:44.136,OUTLOOK.EXE
1284,2021-06-28 23:37:09.136,Teams.exe
1285,2021-06-28 23:37:15.136,OUTLOOK.EXE
1286,2021-06-28 23:37:54.138,OUTLOOK.EXE
1287,2021-06-28 23:37:56.136,OUTLOOK.EXE
1288,2021-06-28 23:37:59.135,Teams.exe
1289,2021-06-28 23:38:02.136,Teams.exe
1291,2021-06-28 23:38:05.135,OUTLOOK.EXE
1292,2021-06-28 23:38:05.635,OUTLOOK.EXE
1293,2021-06-28 23:38:41.635,OUTLOOK.EXE
1294,2021-06-28 23:40:35.636,Teams.exe
1295,2021-06-28 23:41:11.135,OUTLOOK.EXE
1296,2021-06-28 23:41:11.639,OUTLOOK.EXE
1297,2021-06-28 23:41:13.636,OUTLOOK.EXE
1298,2021-06-28 23:41:14.635,OUTLOOK.EXE
1299,2021-06-28 23:41:52.638,OUTLOOK.EXE
1300,2021-06-28 23:41:56.636,Teams.exe
1301,2021-06-28 23:41:59.135,OUTLOOK.EXE
1302,2021-06-28 23:42:11.138,OUTLOOK.EXE
1304,2021-06-28 23:42:26.635,explorer.exe
1305,2021-06-28 23:42:28.136,POWERPNT.EXE
1306,2021-06-28 23:42:34.635,Teams.exe
1307,2021-06-28 23:42:39.635,POWERPNT.EXE
1308,2021-06-28 23:42:51.137,Teams.exe
1309,2021-06-28 23:42:51.635,Teams.exe
1310,2021-06-28 23:43:36.636,POWERPNT.EXE
1311,2021-06-28 23:46:15.135,Teams.exe
1312,2021-06-28 23:54:08.634,POWERPNT.EXE
1313,2021-06-28 23:54:35.633,explorer.exe
1314,2021-06-28 23:54:37.136,POWERPNT.EXE
1315,2021-06-28 23:54:49.134,POWERPNT.EXE
1316,2021-06-28 23:54:58.135,POWERPNT.EXE
1317,2021-06-28 23:58:18.134,explorer.exe
1319,2021-06-28 23:58:24.632,Taskmgr.exe
1320,2021-06-28 23:58:26.132,Taskmgr.exe
1321,2021-06-28 23:58:42.635,Taskmgr.exe
1322,2021-06-28 23:58:43.134,Taskmgr.exe
1323,2021-06-28 23:58:43.634,Taskmgr.exe
1324,2021-06-28 23:58:44.135,Taskmgr.exe
1325,2021-06-28 23:58:44.633,Taskmgr.exe
1326,2021-06-28 23:58:45.134,Taskmgr.exe
1327,2021-06-28 23:58:45.633,Taskmgr.exe
1328,2021-06-28 23:58:46.140,Taskmgr.exe
1329,2021-06-28 23:58:46.634,Taskmgr.exe
1330,2021-06-28 23:58:47.133,Taskmgr.exe
1331,2021-06-28 23:59:13.632,explorer.exe
1332,2021-06-28 23:59:16.134,Taskmgr.exe
1333,2021-06-29 00:01:19.132,POWERPNT.EXE
1334,2021-06-29 00:01:21.133,Teams.exe
1335,2021-06-29 00:01:21.632,POWERPNT.EXE
1336,2021-06-29 00:01:24.133,POWERPNT.EXE
1337,2021-06-29 00:01:26.133,OUTLOOK.EXE
1338,2021-06-29 00:01:27.133,Teams.exe
1339,2021-06-29 00:01:27.633,Teams.exe
1340,2021-06-29 00:01:34.634,Teams.exe
1341,2021-06-29 00:01:35.634,Teams.exe
1342,2021-06-29 00:03:33.633,Teams.exe
1343,2021-06-29 00:03:35.133,Teams.exe
1344,2021-06-29 00:03:50.132,POWERPNT.EXE
1345,2021-06-29 00:03:52.132,Teams.exe
1346,2021-06-29 00:04:09.134,OUTLOOK.EXE
1347,2021-06-29 00:04:23.636,Teams.exe
1348,2021-06-29 00:04:31.133,explorer.exe
1349,2021-06-29 00:04:33.636,OUTLOOK.EXE
1350,2021-06-29 00:04:34.633,Teams.exe
1351,2021-06-29 00:04:37.133,Teams.exe
1353,2021-06-29 00:04:38.633,explorer.exe
1354,2021-06-29 00:04:46.644,OUTLOOK.EXE
1355,2021-06-29 00:04:48.133,OUTLOOK.EXE
1356,2021-06-29 00:05:08.633,OUTLOOK.EXE
1357,2021-06-29 00:05:39.633,explorer.exe
1358,2021-06-29 00:05:40.132,ShellExperienceHost.exe
1359,2021-06-29 00:05:48.633,explorer.exe
1360,2021-06-29 00:05:50.632,explorer.exe
1361,2021-06-29 00:06:03.632,POWERPNT.EXE
1362,2021-06-29 00:06:04.632,POWERPNT.EXE
1363,2021-06-29 00:06:45.634,OUTLOOK.EXE
1364,2021-06-29 00:06:50.132,explorer.exe
1365,2021-06-29 00:06:53.131,explorer.exe
1366,2021-06-29 00:07:00.633,explorer.exe
1367,2021-06-29 00:07:01.134,explorer.exe
1368,2021-06-29 00:07:04.133,explorer.exe
1369,2021-06-29 00:07:04.633,explorer.exe
1370,2021-06-29 00:07:05.132,explorer.exe
1371,2021-06-29 00:07:38.133,OUTLOOK.EXE
1372,2021-06-29 00:08:03.632,explorer.exe
1373,2021-06-29 00:08:05.633,Teams.exe
1374,2021-06-29 00:08:56.133,Teams.exe
1375,2021-06-29 00:09:47.132,OUTLOOK.EXE
1376,2021-06-29 00:10:25.132,OUTLOOK.EXE
1377,2021-06-29 00:10:36.632,OUTLOOK.EXE
1378,2021-06-29 00:10:37.632,OUTLOOK.EXE
1379,2021-06-29 00:10:55.132,explorer.exe
1380,2021-06-29 00:10:56.132,OUTLOOK.EXE
1381,2021-06-29 00:10:57.131,OUTLOOK.EXE
1382,2021-06-29 00:10:57.631,OUTLOOK.EXE
1383,2021-06-29 00:10:58.633,OUTLOOK.EXE
1384,2021-06-29 00:10:59.633,OUTLOOK.EXE
1385,2021-06-29 00:11:17.632,OUTLOOK.EXE
1386,2021-06-29 00:11:24.131,OUTLOOK.EXE
1387,2021-06-29 00:11:25.632,OUTLOOK.EXE
1388,2021-06-29 00:11:27.131,OUTLOOK.EXE
1389,2021-06-29 00:11:44.633,OUTLOOK.EXE
1390,2021-06-29 00:11:45.632,OUTLOOK.EXE
1391,2021-06-29 00:11:47.636,OUTLOOK.EXE
1392,2021-06-29 00:11:49.132,OUTLOOK.EXE
1393,2021-06-29 00:11:51.632,OUTLOOK.EXE
1394,2021-06-29 00:11:52.132,OUTLOOK.EXE
1395,2021-06-29 00:11:52.632,OUTLOOK.EXE
1396,2021-06-29 00:11:53.631,OUTLOOK.EXE
1397,2021-06-29 00:11:54.131,OUTLOOK.EXE
1398,2021-06-29 00:11:54.633,OUTLOOK.EXE
1399,2021-06-29 00:11:55.133,OUTLOOK.EXE
1400,2021-06-29 00:11:55.633,OUTLOOK.EXE
1401,2021-06-29 00:14:08.631,Teams.exe
1402,2021-06-29 00:14:11.131,Teams.exe
1403,2021-06-29 00:14:11.631,OUTLOOK.EXE
1404,2021-06-29 00:14:13.632,OUTLOOK.EXE
1405,2021-06-29 00:15:01.135,Teams.exe
1406,2021-06-29 00:15:07.632,OUTLOOK.EXE
1407,2021-06-29 00:17:17.132,OUTLOOK.EXE
1408,2021-06-29 00:17:18.631,OUTLOOK.EXE
1409,2021-06-29 00:18:02.632,OUTLOOK.EXE
1410,2021-06-29 00:18:03.632,OUTLOOK.EXE
1411,2021-06-29 00:18:04.632,OUTLOOK.EXE
1412,2021-06-29 00:18:05.634,OUTLOOK.EXE
1413,2021-06-29 00:21:14.131,OUTLOOK.EXE
1414,2021-06-29 00:21:16.133,OUTLOOK.EXE
1415,2021-06-29 00:26:59.631,Teams.exe
1416,2021-06-29 00:27:05.130,OUTLOOK.EXE
1417,2021-06-29 00:27:07.631,Teams.exe
1418,2021-06-29 00:27:08.131,OUTLOOK.EXE
1419,2021-06-29 00:27:13.132,Teams.exe
1420,2021-06-29 00:27:14.131,OUTLOOK.EXE
1421,2021-06-29 00:27:16.132,explorer.exe
1422,2021-06-29 00:27:16.630,SearchUI.exe
1423,2021-06-29 00:27:17.630,StartMenuExperienceHost.exe
1425,2021-06-29 14:57:16.373,LockApp.exe
1428,2021-06-29 14:57:47.874,SearchUI.exe
1429,2021-06-29 14:57:52.374,OUTLOOK.EXE
1430,2021-06-29 14:57:53.373,OUTLOOK.EXE
1431,2021-06-29 14:57:55.873,OUTLOOK.EXE
1434,2021-06-29 14:58:43.873,ShellExperienceHost.exe
1436,2021-06-29 14:58:57.374,explorer.exe
1437,2021-06-29 14:59:01.374,explorer.exe
1438,2021-06-29 14:59:01.873,explorer.exe
1440,2021-06-29 14:59:03.873,explorer.exe
1441,2021-06-29 14:59:33.376,explorer.exe
1442,2021-06-29 14:59:34.375,OUTLOOK.EXE
1443,2021-06-29 14:59:40.374,explorer.exe
1444,2021-06-29 15:00:40.373,OUTLOOK.EXE
1445,2021-06-29 15:00:46.373,SearchUI.exe
1446,2021-06-29 15:00:50.373,explorer.exe
1447,2021-06-29 15:00:50.873,vpnui.exe
1448,2021-06-29 15:00:54.373,vpnui.exe
1449,2021-06-29 15:00:59.873,vpnui.exe
1450,2021-06-29 15:01:00.873,vpndownloader.exe
1452,2021-06-29 15:01:01.873,vpnui.exe
1454,2021-06-29 15:01:46.373,explorer.exe
1455,2021-06-29 15:01:58.373,Teams.exe
1456,2021-06-29 15:02:47.373,OUTLOOK.EXE
1457,2021-06-29 15:02:51.373,Teams.exe
1458,2021-06-29 15:03:10.875,Teams.exe
1460,2021-06-29 15:03:24.874,explorer.exe
1461,2021-06-29 15:03:25.873,OUTLOOK.EXE
1462,2021-06-29 15:04:14.367,Teams.exe
1463,2021-06-29 15:04:14.867,OUTLOOK.EXE
1464,2021-06-29 15:04:22.865,OUTLOOK.EXE
1465,2021-06-29 15:04:25.366,OUTLOOK.EXE
1466,2021-06-29 15:04:26.367,OUTLOOK.EXE
1467,2021-06-29 15:04:31.864,OUTLOOK.EXE
1468,2021-06-29 15:04:32.865,OUTLOOK.EXE
1469,2021-06-29 15:04:33.363,OUTLOOK.EXE
1470,2021-06-29 15:04:33.862,OUTLOOK.EXE
1471,2021-06-29 15:04:52.358,OUTLOOK.EXE
1473,2021-06-29 15:05:03.856,Taskmgr.exe
1474,2021-06-29 15:05:08.354,cmd.exe
1475,2021-06-29 15:05:16.354,cmd.exe
1476,2021-08-04 16:19:07.831,cmd.exe
1477,2021-08-04 16:19:45.332,Teams.exe
1478,2021-08-04 16:19:46.831,POWERPNT.EXE
1479,2021-08-04 16:20:23.331,Teams.exe
1480,2021-08-04 16:22:53.833,explorer.exe
1481,2021-08-04 16:22:55.832,OUTLOOK.EXE
1482,2021-08-04 16:22:58.332,OUTLOOK.EXE
1483,2021-08-04 16:23:21.832,Teams.exe
1484,2021-08-04 16:23:23.833,OUTLOOK.EXE
1485,2021-08-04 16:23:28.333,OUTLOOK.EXE
1486,2021-08-04 16:23:31.333,OUTLOOK.EXE
1487,2021-08-04 16:23:31.833,OUTLOOK.EXE
1488,2021-08-04 16:24:50.334,Teams.exe
1489,2021-08-04 16:24:52.335,OUTLOOK.EXE
1490,2021-08-04 16:26:37.835,Teams.exe
1491,2021-08-04 16:26:39.835,OUTLOOK.EXE
1492,2021-08-04 16:28:28.334,Teams.exe
1493,2021-08-04 16:28:29.835,OUTLOOK.EXE
1494,2021-08-04 16:28:53.335,Teams.exe
1495,2021-08-04 16:31:58.336,OUTLOOK.EXE
1496,2021-08-04 16:31:59.836,OUTLOOK.EXE
1497,2021-08-04 16:32:03.335,Teams.exe
1498,2021-08-04 16:32:06.335,Teams.exe
1499,2021-08-04 16:32:08.337,OUTLOOK.EXE
1500,2021-08-04 16:32:08.847,Teams.exe
1501,2021-08-04 16:32:10.836,OUTLOOK.EXE
1502,2021-08-04 16:32:11.335,OUTLOOK.EXE
1503,2021-08-04 16:32:17.336,Teams.exe
1504,2021-08-04 16:32:21.835,Teams.exe
1505,2021-08-04 16:32:29.836,OUTLOOK.EXE
1506,2021-08-04 16:32:43.836,OUTLOOK.EXE
1507,2021-08-04 16:32:44.836,Teams.exe
1508,2021-08-04 16:32:45.835,OUTLOOK.EXE
1509,2021-08-04 16:32:47.336,Teams.exe
1510,2021-08-04 16:32:50.336,OUTLOOK.EXE
1511,2021-08-04 16:33:03.335,Teams.exe
1512,2021-08-04 16:33:18.335,OUTLOOK.EXE
1513,2021-08-04 16:33:32.835,OUTLOOK.EXE
1514,2021-08-04 16:33:33.336,OUTLOOK.EXE
1515,2021-08-04 16:33:33.835,OUTLOOK.EXE
1516,2021-08-04 16:33:34.336,OUTLOOK.EXE
1517,2021-08-04 16:33:34.836,OUTLOOK.EXE
1518,2021-08-04 16:33:35.336,OUTLOOK.EXE
1519,2021-08-04 16:33:35.836,OUTLOOK.EXE
1520,2021-08-04 16:33:36.336,OUTLOOK.EXE
1521,2021-08-04 16:34:18.337,OUTLOOK.EXE
1522,2021-08-04 16:34:20.336,OUTLOOK.EXE
1523,2021-08-04 16:34:38.836,OUTLOOK.EXE
1524,2021-08-04 16:34:41.336,OUTLOOK.EXE
1525,2021-08-04 16:34:58.336,OUTLOOK.EXE
1526,2021-08-04 16:35:15.836,OUTLOOK.EXE
1527,2021-08-04 16:35:22.836,OUTLOOK.EXE
1528,2021-08-04 16:35:25.336,OUTLOOK.EXE
1530,2021-08-04 16:35:39.336,explorer.exe
1531,2021-08-04 16:35:40.335,OUTLOOK.EXE
1532,2021-08-04 16:35:46.835,OUTLOOK.EXE
1533,2021-08-04 16:37:01.336,OUTLOOK.EXE
1534,2021-08-04 16:37:05.337,OUTLOOK.EXE
1535,2021-08-04 16:37:09.336,OUTLOOK.EXE
1536,2021-08-04 16:37:10.336,OUTLOOK.EXE
1537,2021-08-04 16:37:24.842,OUTLOOK.EXE
1538,2021-08-04 16:37:26.838,OUTLOOK.EXE
1539,2021-08-04 16:37:29.836,OUTLOOK.EXE
1540,2021-08-04 16:37:31.836,OUTLOOK.EXE
1541,2021-08-04 16:37:46.337,OUTLOOK.EXE
1542,2021-08-04 16:37:48.336,OUTLOOK.EXE
1543,2021-08-04 16:38:07.836,OUTLOOK.EXE
1544,2021-08-04 16:38:09.836,OUTLOOK.EXE
1545,2021-08-04 16:39:14.837,explorer.exe
1546,2021-08-04 16:39:17.837,OUTLOOK.EXE
1547,2021-08-04 16:39:52.838,OUTLOOK.EXE
1548,2021-08-04 16:39:54.337,OUTLOOK.EXE
1549,2021-08-04 16:39:56.838,Teams.exe
1550,2021-08-04 16:39:58.337,OUTLOOK.EXE
1551,2021-08-04 16:40:08.842,cmd.exe
1552,2021-08-04 16:40:11.339,OUTLOOK.EXE
1553,2021-08-04 16:40:11.837,WINWORD.EXE
1554,2021-08-04 16:40:13.837,OUTLOOK.EXE
1555,2021-08-04 16:40:14.837,Teams.exe
1556,2021-08-04 16:40:21.348,OUTLOOK.EXE
1557,2021-08-04 16:40:46.341,Teams.exe
1558,2021-08-04 16:40:50.839,OUTLOOK.EXE
1559,2021-08-04 16:41:01.346,OUTLOOK.EXE
1560,2021-08-04 16:41:02.850,OUTLOOK.EXE
1561,2021-08-04 16:41:03.351,OUTLOOK.EXE
1562,2021-08-04 16:41:04.839,OUTLOOK.EXE
1563,2021-08-04 16:41:11.838,OUTLOOK.EXE
1564,2021-08-04 16:41:13.838,OUTLOOK.EXE
1565,2021-08-04 16:41:21.338,OUTLOOK.EXE
1566,2021-08-04 16:41:22.340,OUTLOOK.EXE
1567,2021-08-04 16:41:23.838,OUTLOOK.EXE
1568,2021-08-04 16:41:29.851,OUTLOOK.EXE
1569,2021-08-04 16:41:31.346,OUTLOOK.EXE
1570,2021-08-04 16:41:36.851,OUTLOOK.EXE
1571,2021-08-04 16:41:39.838,OUTLOOK.EXE
1572,2021-08-04 16:41:40.848,OUTLOOK.EXE
1573,2021-08-04 16:41:45.843,OUTLOOK.EXE
1574,2021-08-04 16:41:46.846,OUTLOOK.EXE
1575,2021-08-04 16:41:47.840,OUTLOOK.EXE
1576,2021-08-04 16:41:48.345,OUTLOOK.EXE
1577,2021-08-04 16:42:32.348,OUTLOOK.EXE
1578,2021-08-04 16:42:33.839,Teams.exe
1579,2021-08-04 16:42:35.351,explorer.exe
1580,2021-08-04 16:42:36.347,OUTLOOK.EXE
1581,2021-08-04 16:42:36.860,OUTLOOK.EXE
1582,2021-08-04 16:42:51.347,OUTLOOK.EXE
1583,2021-08-04 16:42:53.343,OUTLOOK.EXE
1584,2021-08-04 16:42:57.339,OUTLOOK.EXE
1585,2021-08-04 16:45:09.847,OUTLOOK.EXE
1586,2021-08-04 16:45:13.339,OUTLOOK.EXE
1587,2021-08-04 16:45:25.840,OUTLOOK.EXE
1588,2021-08-04 16:45:28.347,OUTLOOK.EXE
1589,2021-08-04 16:45:28.847,OUTLOOK.EXE
1590,2021-08-04 16:45:29.347,OUTLOOK.EXE
1591,2021-08-04 16:45:32.341,OUTLOOK.EXE
1592,2021-08-04 16:45:34.344,OUTLOOK.EXE
1593,2021-08-04 16:47:25.354,OUTLOOK.EXE
1594,2021-08-04 16:47:38.342,OUTLOOK.EXE
1595,2021-08-04 16:47:59.354,explorer.exe
1596,2021-08-04 16:48:01.343,OUTLOOK.EXE
1597,2021-08-04 16:48:10.353,OUTLOOK.EXE
1598,2021-08-04 16:48:13.842,OUTLOOK.EXE
1599,2021-08-04 16:48:15.340,POWERPNT.EXE
1600,2021-08-04 16:48:17.341,OUTLOOK.EXE
1601,2021-08-04 16:48:18.842,chrome.exe
1602,2021-08-04 16:49:36.357,explorer.exe
1603,2021-08-04 16:49:37.353,OUTLOOK.EXE
